Symbol,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,deg_7,deg_8,ndeg,ddeg,idx,degvcount
TNPO3,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
TOB2,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
TOPBP1,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TOR1A,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TP53INP1,1,0,0,NA,0,0,1,0,2,2,4,1.Unperturbed
TP53RK,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TP63,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TPGS2,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TPH1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TPM1,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TPR,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TPRG1,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TPX2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TRAF2,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TRAF6,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TRAM1,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TRAP1,0,0,0,-1,-1,0,0,0,2,-2,-4,1.Unperturbed
TRAPPC13,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TRAPPC3,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TRAPPC4,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
TRAPPC5,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TRAPPC8,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TRAT1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TREX2,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
TRIAP1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TRIM10,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TRIM2,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TRIM24,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TRIM28,-1,0,-1,NA,0,0,0,0,2,-2,-4,1.Unperturbed
TRIM33,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TRIM65,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TRIM66,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TRIM8,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TRMT11,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TRMT5,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TRPV4,1,0,0,0,1,0,0,0,2,2,4,1.Unperturbed
TSC22D4,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
TSGA10,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TSHZ1,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TSHZ2,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
TSKS,0,0,0,-1,-1,0,0,0,2,-2,-4,1.Unperturbed
TSN,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TSPAN13,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TSPAN31,-1,0,0,0,0,-1,0,0,2,-2,-4,1.Unperturbed
TSPAN5,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TSPYL2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TSR2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TSSK2,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
TST,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TTC1,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TTC23,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
TTC39B,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
TTC8,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TTC9C,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TTF2,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
TTLL11,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
TTLL12,-1,0,0,0,0,NA,-1,0,2,-2,-4,1.Unperturbed
TTLL3,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TTLL4,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TUBB,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TUBB4A,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TUBB4B,0,0,0,0,-1,0,-1,0,2,-2,-4,1.Unperturbed
TUBG2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TUBGCP2,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
TUBGCP3,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
TUBGCP4,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TUBGCP5,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
TULP4,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TVP23C-CDRT4,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TWF2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TXNDC15,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
TXNDC17,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
TXNIP,0,0,0,0,-1,0,-1,0,2,-2,-4,1.Unperturbed
TYW1,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
UBAC1,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
UBAP2L,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
UBD,NA,NA,0,0,0,NA,-1,-1,2,-2,-4,1.Unperturbed
UBE2E3,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UBE2G2,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
UBE2L5,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
UBE2M,-1,0,-1,0,0,0,0,0,2,-2,-4,1.Unperturbed
UBE2R2,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
UBE2W,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UBFD1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UBIAD1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UBL5,-1,0,0,0,0,-1,0,0,2,-2,-4,1.Unperturbed
UBLCP1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UBR7,-1,0,0,0,-1,0,0,0,2,-2,-4,1.Unperturbed
UBXN4,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
UBXN7,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
UCP3,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
UGGT1,0,0,0,0,1,1,0,0,2,2,4,1.Unperturbed
UGT8,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
UHRF1BP1L,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
UIMC1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ULK1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UMPS,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
UNC13A,NA,NA,0,NA,0,NA,1,1,2,2,4,1.Unperturbed
UNC13B,-1,0,0,0,0,-1,0,0,2,-2,-4,1.Unperturbed
UNC5A,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UPB1,0,0,0,1,1,NA,0,0,2,2,4,1.Unperturbed
UPF2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UPP2,NA,NA,0,NA,1,NA,NA,1,2,2,4,1.Unperturbed
UPRT,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
UQCRFS1,1,0,0,NA,1,0,0,0,2,2,4,1.Unperturbed
URB2,0,0,0,0,1,0,1,0,2,2,4,1.Unperturbed
USO1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
USP13,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
USP15,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
USP24,0,NA,1,NA,1,NA,0,NA,2,2,4,1.Unperturbed
USP28,0,0,0,0,0,1,0,1,2,2,4,1.Unperturbed
USP38,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
USP40,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
USP44,0,0,1,1,0,NA,0,0,2,2,4,1.Unperturbed
USP50,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
USP53,1,0,0,0,0,0,0,1,2,2,4,1.Unperturbed
USPL1,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
UST,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
UTP6,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
VAMP3,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
VANGL1,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
VASH1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
VCPIP1,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
VDAC3,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
VEPH1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
VEZF1,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
VIT,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
VMO1,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
VPS13C,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
VPS26B,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
VPS29,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
VPS54,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
VPS72,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
VWA5A,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
VXN,0,0,0,1,1,0,0,0,2,2,4,1.Unperturbed
WASHC3,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
WASHC4,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
WDCP,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
WDR17,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
WDR26,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
WDR35,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
WDR55,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
WDR59,-1,0,0,0,0,0,-1,0,2,-2,-4,1.Unperturbed
WDR61,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
WEE1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
WIPF2,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
WIPI1,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
WNT3,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
WRAP73,0,0,0,-1,-1,0,0,0,2,-2,-4,1.Unperturbed
WWC1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
XAF1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
XIRP2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
XRN2,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
XXYLT1,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
YEATS4,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
YIPF4,-1,0,0,0,0,0,-1,0,2,-2,-4,1.Unperturbed
YJU2,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
YWHAE,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZBED3,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZBED5,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZBED8,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZBP1,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZBTB10,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZBTB11,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZBTB17,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
ZBTB20,0,0,0,0,0,1,1,0,2,2,4,1.Unperturbed
ZBTB25,0,0,0,0,0,0,1,1,2,2,4,1.Unperturbed
ZBTB26,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZBTB33,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZBTB34,0,0,0,1,1,0,0,0,2,2,4,1.Unperturbed
ZBTB40,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZBTB42,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZBTB47,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZBTB48,0,0,0,0,-1,-1,0,0,2,-2,-4,1.Unperturbed
ZBTB49,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZBTB5,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZBTB7A,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
ZBTB7B,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZBTB8OS,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZC3H11A,-1,NA,-1,NA,0,NA,0,NA,2,-2,-4,1.Unperturbed
ZC3H18,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZC3H7A,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZC3H7B,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZCCHC10,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZCCHC24,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZDBF2,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZDHHC1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZDHHC13,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
ZDHHC19,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZDHHC2,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZDHHC23,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
ZDHHC3,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZDHHC5,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZFAND2A,0,NA,0,-1,0,NA,-1,0,2,-2,-4,1.Unperturbed
ZFAND6,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZFC3H1,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZFP57,0,0,0,0,0,0,1,1,2,2,4,1.Unperturbed
ZFPL1,0,0,0,0,0,0,1,1,2,2,4,1.Unperturbed
ZFR2,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZFYVE16,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZFYVE19,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZHX1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZKSCAN3,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZKSCAN8,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZMAT3,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZMAT4,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZMYND11,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZMYND19,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF100,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF12,0,0,0,0,1,1,0,0,2,2,4,1.Unperturbed
ZNF134,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF140,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF141,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZNF146,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF165,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF177,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF180,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF189,-1,0,0,-1,0,NA,0,0,2,-2,-4,1.Unperturbed
ZNF200,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF223,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZNF229,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF230,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF236,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF248,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZNF25,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZNF26,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF266,0,0,0,0,1,0,1,0,2,2,4,1.Unperturbed
ZNF273,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZNF277,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZNF282,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
ZNF286A,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF322,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF331,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF334,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
ZNF335,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF341,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF346,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF350,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF362,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF37A,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZNF383,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF385D,0,0,0,-1,-1,0,0,0,2,-2,-4,1.Unperturbed
ZNF394,0,0,0,-1,-1,0,0,0,2,-2,-4,1.Unperturbed
ZNF418,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF429,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF442,-1,0,0,0,0,-1,0,0,2,-2,-4,1.Unperturbed
ZNF449,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF487,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
ZNF493,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF541,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF544,0,0,0,0,1,0,1,0,2,2,4,1.Unperturbed
ZNF551,-1,0,0,0,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF567,0,0,0,0,1,1,0,0,2,2,4,1.Unperturbed
ZNF581,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZNF585A,1,0,0,0,0,0,1,0,2,2,4,1.Unperturbed
ZNF609,0,0,0,1,1,0,0,0,2,2,4,1.Unperturbed
ZNF610,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF644,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZNF684,1,0,0,1,0,0,0,0,2,2,4,1.Unperturbed
ZNF687,0,0,0,0,-1,-1,0,0,2,-2,-4,1.Unperturbed
ZNF697,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZNF699,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF700,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF707,1,0,0,0,0,1,0,0,2,2,4,1.Unperturbed
ZNF718,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZNF740,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF747,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF75D,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZNF766,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF770,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF775,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF784,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF791,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF813,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNF823,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
ZNF837,0,0,0,-1,0,-1,0,0,2,-2,-4,1.Unperturbed
ZNF85,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZNF853,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZNF875,0,0,0,-1,0,0,-1,0,2,-2,-4,1.Unperturbed
ZNF90,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZNHIT6,0,0,0,1,1,0,0,0,2,2,4,1.Unperturbed
ZNRF1,-1,0,0,-1,0,0,0,0,2,-2,-4,1.Unperturbed
ZSCAN21,0,NA,0,1,0,NA,0,1,2,2,4,1.Unperturbed
ZSCAN31,0,0,0,1,0,0,1,0,2,2,4,1.Unperturbed
ZUP1,0,0,0,1,0,1,0,0,2,2,4,1.Unperturbed
ZZEF1,0,0,0,-1,-1,0,0,0,2,-2,-4,1.Unperturbed
ABAT,0,0,0,0,0,-1,1,1,3,1,3,1.Unperturbed
ABCB6,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ABCF2,-1,0,0,-1,0,1,0,0,3,-1,-3,1.Unperturbed
ABHD16A,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ABHD17A,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ABHD4,1,0,0,-1,1,0,0,0,3,1,3,1.Unperturbed
ABHD5,-1,0,0,-1,0,1,0,0,3,-1,-3,1.Unperturbed
ABITRAM,0,0,0,0,0,-1,1,1,3,1,3,1.Unperturbed
ABLIM1,0,0,0,1,0,1,-1,0,3,1,3,1.Unperturbed
ACACB,0,0,0,0,-1,1,-1,0,3,-1,-3,1.Unperturbed
ACAP1,-1,0,0,-1,0,0,1,0,3,-1,-3,1.Unperturbed
ACBD6,1,0,0,0,0,-1,1,0,3,1,3,1.Unperturbed
ACO2,0,0,0,1,0,-1,1,0,3,1,3,1.Unperturbed
ACP2,-1,0,0,-1,1,0,0,0,3,-1,-3,1.Unperturbed
ACVR2A,1,0,0,0,0,1,-1,0,3,1,3,1.Unperturbed
ADAM12,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ADAMTS5,0,0,0,1,0,-1,1,0,3,1,3,1.Unperturbed
ADCK5,0,0,0,1,0,1,-1,0,3,1,3,1.Unperturbed
ADCY3,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ADD1,0,0,0,1,0,1,-1,0,3,1,3,1.Unperturbed
ADGRE5,-1,0,0,-1,0,0,1,0,3,-1,-3,1.Unperturbed
ADIPOR1,0,0,0,-1,0,-1,1,0,3,-1,-3,1.Unperturbed
ADIPOR2,-1,0,0,0,0,1,-1,0,3,-1,-3,1.Unperturbed
ADNP2,0,0,0,1,0,-1,0,1,3,1,3,1.Unperturbed
ADO,-1,0,0,-1,0,1,0,0,3,-1,-3,1.Unperturbed
ADRA2B,0,0,0,-1,-1,0,1,0,3,-1,-3,1.Unperturbed
AFAP1L2,-1,0,0,0,0,1,-1,0,3,-1,-3,1.Unperturbed
AFF1,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
AGAP2,0,0,0,-1,0,-1,1,0,3,-1,-3,1.Unperturbed
AGAP3,0,0,-1,0,0,1,-1,0,3,-1,-3,1.Unperturbed
AGAP5,0,0,0,1,0,-1,1,0,3,1,3,1.Unperturbed
AGO3,0,0,0,1,1,0,-1,0,3,1,3,1.Unperturbed
AHI1,0,0,0,0,-1,1,-1,0,3,-1,-3,1.Unperturbed
AHNAK2,0,0,0,1,0,-1,1,0,3,1,3,1.Unperturbed
AIG1,0,0,0,1,0,1,-1,0,3,1,3,1.Unperturbed
AIRE,0,0,0,1,0,-1,1,0,3,1,3,1.Unperturbed
AJAP1,-1,0,0,-1,0,1,0,0,3,-1,-3,1.Unperturbed
AJUBA,-1,0,0,0,-1,1,0,0,3,-1,-3,1.Unperturbed
AK6,-1,0,0,-1,0,0,1,0,3,-1,-3,1.Unperturbed
AKAP5,-1,0,0,1,0,0,1,0,3,1,3,1.Unperturbed
ALDH16A1,-1,0,0,-1,0,0,1,0,3,-1,-3,1.Unperturbed
ALDH1A1,-1,0,0,-1,0,0,1,0,3,-1,-3,1.Unperturbed
ALDH8A1,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ALG2,0,0,0,-1,-1,0,1,0,3,-1,-3,1.Unperturbed
ALKBH5,0,0,0,-1,0,-1,1,0,3,-1,-3,1.Unperturbed
ALMS1,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ALS2,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ALYREF,-1,0,0,-1,0,0,1,0,3,-1,-3,1.Unperturbed
AMY1B,0,0,0,1,0,1,-1,0,3,1,3,1.Unperturbed
ANAPC7,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ANG,0,0,0,0,0,-1,1,1,3,1,3,1.Unperturbed
ANGPT1,0,0,0,-1,0,1,-1,0,3,-1,-3,1.Unperturbed
ANKLE1,0,0,0,-1,-1,0,1,0,3,-1,-3,1.Unperturbed
ANKS1A,0,0,0,0,-1,1,-1,0,3,-1,-3,1.Unperturbed
ANO6,1,0,0,1,0,0,-1,0,3,1,3,1.Unperturbed
ANO7,-1,0,0,-1,NA,1,0,0,3,-1,-3,1.Unperturbed
ANP32E,-1,0,0,0,0,-1,1,0,3,-1,-3,1.Unperturbed
ANPEP,-1,0,0,0,0,-1,1,0,3,-1,-3,1.Unperturbed
ANTKMT,1,0,0,1,0,0,-1,0,3,1,3,1.Unperturbed
ANXA2,-1,0,0,0,0,1,-1,0,3,-1,-3,1.Unperturbed
AP1AR,0,0,0,0,1,1,-1,0,3,1,3,1.Unperturbed
AP3M1,-1,0,0,0,0,-1,1,0,3,-1,-3,1.Unperturbed
AP4E1,-1,0,0,-1,0,0,1,0,3,-1,-3,1.Unperturbed
APAF1,0,0,0,1,0,1,-1,0,3,1,3,1.Unperturbed
APC2,-1,0,0,0,0,1,-1,0,3,-1,-3,1.Unperturbed
